<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
CSTB2012,20210303,6.48,6.5,6.12,6.13,36600
CSTB2013,20210303,7.26,7.26,7.0,7.01,204000
CSTB2014,20210303,7.7,7.8,7.5,7.62,153900
CSTB2016,20210303,2.9,2.9,2.78,2.9,37000
CSTB2017,20210303,4.29,4.5,4.29,4.5,32900
CSTB2101,20210303,2.8,2.8,2.7,2.75,32900
CTCB2009,20210303,17.31,17.5,17.31,17.5,12100
CTCB2010,20210303,9.44,9.6,9.3,9.39,57500
CTCB2012,20210303,19.07,19.42,18.84,19.17,217000
CTCB2013,20210303,17.58,17.72,17.3,17.6,109900
CTCB2101,20210303,12.7,12.75,12.5,12.7,14500
CTCB2102,20210303,5.5,5.5,5.25,5.39,454600
CTG,20210303,38.4,38.8,38.3,38.6,13074300
CVPB2010,20210303,16.49,17.15,16.49,17.05,12900
CVPB2011,20210303,8.59,9.4,8.59,9.35,76400
CVPB2012,20210303,9.02,9.49,9.02,9.43,12100
CVPB2013,20210303,13.3,13.99,13.0,13.63,105300
CVPB2015,20210303,15.7,16.85,15.7,16.6,35500
CVPB2016,20210303,14.5,15.0,14.5,14.96,17400
CVPB2017,20210303,1.97,2.05,1.97,1.99,27200
CVPB2101,20210303,5.16,5.3,5.12,5.26,196800
EIB,20210303,18.85,18.85,18.5,18.75,234000
HDB,20210303,26.75,27.3,26.5,26.95,5701400
LPB,20210303,16.0,16.2,15.85,15.95,9087400
MBB,20210303,28.0,28.4,27.9,28.0,16468900
MSB,20210303,18.95,20.2,18.65,20.2,5598100
OCB,20210303,21.15,21.15,20.9,21.0,2344300
STB,20210303,19.15,19.3,19.0,19.0,16624600
TCB,20210303,40.35,40.5,40.0,40.35,8441900
TPB,20210303,29.9,31.0,29.7,29.75,5889600
VCB,20210303,98.3,99.4,98.2,98.4,915600
VIB,20210303,43.1,43.4,43.05,43.2,687500
VPB,20210303,40.75,41.7,40.6,41.6,6067500
VPB,20210302,41.1,41.15,40.6,40.75,5150400
VIB,20210302,44.5,44.6,42.6,43.6,1116000
VCB,20210302,100.0,101.8,98.0,99.3,1189600
TPB,20210302,28.5,29.95,28.15,29.75,17188900
TCB,20210302,40.7,40.75,40.0,40.3,8576800
STB,20210302,19.6,19.6,19.05,19.15,21137900
OCB,20210302,21.45,21.45,21.0,21.1,3241400
LPB,20210302,16.2,16.4,15.75,16.1,13665000
MBB,20210302,28.65,28.7,28.0,28.1,14005100
MSB,20210302,19.0,19.05,18.65,18.95,2391700
HDB,20210302,26.1,27.0,25.9,26.7,8274900
EIB,20210302,18.6,18.95,18.5,18.8,1273300
CTG,20210302,38.5,38.6,38.0,38.0,7320600
BID,20210302,44.5,44.6,43.85,44.05,2124000
ACB,20210302,33.4,33.45,32.8,33.0,9574100
CEIB2001,20210302,1.28,1.28,1.16,1.19,26200
CHDB2007,20210302,3.2,3.42,3.08,3.42,775600
CHDB2008,20210302,2.2,2.3,2.15,2.23,167300
CHDB2101,20210302,2.11,2.17,2.0,2.14,58700
CMBB2008,20210302,12.5,12.5,11.8,12.0,52000
CMBB2009,20210302,6.9,7.04,6.7,6.7,106400
CMBB2010,20210302,12.91,13.25,12.6,12.8,260100
CMBB2011,20210302,12.61,12.61,12.11,12.21,24400
CMBB2101,20210302,4.7,4.77,4.4,4.6,472700
CSTB2006,20210302,3.48,3.48,3.17,3.3,89900
CSTB2007,20210302,4.25,4.37,4.14,4.24,273900
CSTB2010,20210302,3.9,3.95,3.77,3.9,257900
CSTB2011,20210302,5.25,5.25,4.63,4.89,267500
CSTB2012,20210302,6.5,6.52,6.22,6.49,125700
CSTB2013,20210302,7.15,7.52,7.11,7.26,588400
CSTB2014,20210302,8.0,8.0,7.5,7.61,276900
CSTB2016,20210302,2.9,3.15,2.9,2.95,85400
CSTB2017,20210302,4.6,5.05,4.4,4.5,93200
CSTB2101,20210302,2.8,2.83,2.51,2.81,222600
CTCB2009,20210302,17.6,18.5,17.31,17.31,56400
CTCB2010,20210302,9.5,9.7,9.41,9.43,114200
CTCB2012,20210302,19.5,19.5,19.0,19.15,417400
CTCB2013,20210302,18.0,18.0,17.48,17.58,64100
CTCB2101,20210302,12.89,13.3,12.7,12.7,16400
CTCB2102,20210302,5.75,5.75,5.45,5.49,303400
CVPB2010,20210302,16.3,16.43,16.17,16.43,3600
CVPB2011,20210302,8.74,8.74,8.55,8.57,77000
CVPB2012,20210302,9.01,9.1,8.95,9.04,18700
CVPB2013,20210302,13.2,13.75,13.2,13.3,16000
CVPB2015,20210302,16.0,16.0,15.81,15.92,52600
CVPB2016,20210302,14.29,14.52,13.92,14.02,309400
CVPB2017,20210302,2.2,2.2,1.86,2.12,18100
CVPB2101,20210302,5.17,5.25,5.0,5.16,190700
VPB,20210301,40.7,40.95,40.05,40.8,3352500
VCB,20210301,98.2,99.3,98.2,99.2,911200
VIB,20210301,41.0,42.45,40.9,42.45,991400
TPB,20210301,28.0,28.2,27.8,28.0,3672800
TCB,20210301,39.7,40.25,39.3,40.2,12622200
OCB,20210301,21.05,21.5,20.9,21.3,3508600
LPB,20210301,14.9,15.7,14.9,15.7,36421300
MBB,20210301,28.05,28.45,27.9,28.35,22065400
MSB,20210301,18.75,18.95,18.65,18.95,3239900
HDB,20210301,25.3,25.8,25.3,25.8,3271800
EIB,20210301,18.1,18.5,18.0,18.45,648800
CTG,20210301,37.8,38.2,37.6,38.1,13954000
BID,20210301,43.6,44.4,43.6,44.1,2251400
ACB,20210301,33.4,33.45,32.9,33.25,8464900
CEIB2001,20210301,1.3,1.3,1.18,1.28,95700
CHDB2007,20210301,2.9,3.05,2.9,3.04,265700
CHDB2008,20210301,2.25,2.25,2.0,2.19,101500
CHDB2101,20210301,2.08,2.14,2.08,2.1,37200
CMBB2008,20210301,11.37,12.1,11.36,12.1,35800
CMBB2009,20210301,6.55,6.9,6.55,6.9,167000
CMBB2010,20210301,12.4,13.0,12.4,12.91,146200
CMBB2011,20210301,11.7,12.4,11.7,12.4,93400
CMBB2101,20210301,3.71,4.49,3.71,4.49,381700
CSTB2006,20210301,2.96,3.2,2.96,3.17,127700
CSTB2007,20210301,3.95,4.25,3.88,4.22,344000
CSTB2010,20210301,3.5,3.88,3.5,3.78,236100
CSTB2011,20210301,4.25,4.64,4.1,4.63,386300
CSTB2012,20210301,5.59,6.2,5.59,6.17,427300
CSTB2013,20210301,6.88,7.15,6.51,7.15,226300
CSTB2014,20210301,7.39,7.8,7.2,7.57,312700
CSTB2016,20210301,2.82,3.09,2.82,2.9,93000
CSTB2017,20210301,3.65,4.6,3.65,4.6,68500
CSTB2101,20210301,2.67,2.8,2.3,2.77,242300
CTCB2009,20210301,16.65,17.3,16.65,17.3,71000
CTCB2010,20210301,9.17,9.4,8.98,9.4,380200
CTCB2012,20210301,18.5,19.05,18.26,19.05,184200
CTCB2013,20210301,17.0,17.5,16.74,17.5,226600
CTCB2101,20210301,13.75,13.75,12.2,12.89,40500
CTCB2102,20210301,5.25,5.45,5.13,5.45,591500
CVPB2010,20210301,16.29,16.3,16.29,16.3,200
CVPB2011,20210301,8.62,8.62,8.5,8.6,26400
CVPB2012,20210301,9.0,9.0,8.79,8.95,10200
CVPB2013,20210301,13.8,14.0,13.3,13.3,3700
CVPB2015,20210301,17.37,17.37,15.43,15.9,45400
CVPB2016,20210301,14.1,14.32,14.0,14.25,17500
CVPB2017,20210301,2.29,2.29,1.85,2.12,63800
CVPB2101,20210301,5.1,5.16,4.89,5.16,201400
STB,20210301,18.6,19.15,18.5,19.1,35781100
VPB,20210226,38.7,40.25,38.65,40.0,5846800
VIB,20210226,38.0,39.8,38.0,39.7,1099700
VCB,20210226,97.3,99.0,97.0,98.2,1070700
TPB,20210226,27.0,27.7,26.9,27.55,1406800
TCB,20210226,38.3,39.35,38.3,39.25,15265000
STB,20210226,18.25,18.55,18.2,18.35,17421100
MSB,20210226,18.4,18.75,18.1,18.75,2349300
OCB,20210226,20.45,20.9,20.45,20.9,2371800
MBB,20210226,26.8,27.8,26.7,27.65,22352200
LPB,20210226,14.4,14.8,14.3,14.7,9315300
HDB,20210226,25.0,25.4,24.95,25.15,4328500
EIB,20210226,17.8,18.1,17.8,18.1,231700
CTG,20210226,36.75,37.35,36.5,37.25,8851000
BID,20210226,42.8,43.7,42.3,43.6,1379500
ACB,20210226,31.9,33.35,31.9,33.05,13071400
CEIB2001,20210226,1.36,1.36,1.19,1.3,7300
CHDB2007,20210226,2.9,2.95,2.8,2.9,393500
CHDB2008,20210226,2.0,2.2,1.95,2.06,95400
CHDB2101,20210226,1.9,2.1,1.9,2.08,8600
CMBB2008,20210226,10.98,11.3,10.9,11.2,82400
CMBB2009,20210226,6.0,6.55,6.0,6.43,593600
CMBB2010,20210226,11.5,12.2,11.2,12.05,253800
CMBB2011,20210226,10.95,11.8,10.95,11.7,27700
CMBB2101,20210226,3.35,3.7,3.35,3.7,530400
CSTB2006,20210226,2.75,3.03,2.75,3.03,35100
CSTB2007,20210226,3.81,3.93,3.79,3.87,206900
CSTB2010,20210226,3.5,3.6,3.36,3.6,110100
CSTB2011,20210226,3.61,4.39,3.61,4.18,132900
CSTB2012,20210226,5.3,5.89,5.3,5.5,305100
CSTB2013,20210226,5.6,6.66,5.6,6.57,88700
CSTB2014,20210226,7.0,7.3,6.8,7.2,163900
CSTB2015,20210226,2.23,2.28,2.23,2.27,276800
CSTB2016,20210226,2.9,2.9,2.8,2.82,72600
CSTB2017,20210226,4.0,4.4,4.0,4.39,14800
CSTB2101,20210226,2.67,2.67,2.5,2.67,54100
CTCB2009,20210226,16.0,16.7,15.8,16.65,27200
CTCB2010,20210226,8.53,8.99,8.53,8.6,139300
CTCB2012,20210226,17.97,18.22,17.55,18.2,270200
CTCB2013,20210226,15.98,16.63,15.93,16.51,705500
CTCB2101,20210226,11.6,11.95,11.6,11.95,29400
CTCB2102,20210226,4.98,5.2,4.9,5.15,390800
CVPB2010,20210226,14.3,15.0,14.3,15.0,12900
CVPB2011,20210226,8.24,8.27,7.68,8.27,19100
CVPB2012,20210226,9.4,9.4,8.1,8.62,30700
CVPB2013,20210226,12.4,12.7,12.0,12.7,8700
CVPB2015,20210226,14.11,15.3,14.11,15.3,31300
CVPB2016,20210226,12.54,13.75,12.31,13.53,64600
CVPB2017,20210226,1.88,2.07,1.88,2.05,25400
CVPB2101,20210226,4.62,4.9,4.44,4.89,130800
VPB,20210225,39.7,40.0,38.45,39.6,7600300
VIB,20210225,37.4,38.5,37.4,38.45,975600
VCB,20210225,99.0,99.5,97.6,98.2,896100
TPB,20210225,27.5,27.5,27.0,27.35,1739500
STB,20210225,18.6,18.65,18.2,18.5,18339100
TCB,20210225,39.5,39.5,38.5,39.1,16440500
OCB,20210225,21.0,21.1,20.8,20.9,2291600
MSB,20210225,18.9,18.9,18.45,18.7,1531300
LPB,20210225,14.4,14.65,14.3,14.6,10131400
MBB,20210225,27.3,27.45,26.85,27.3,17887600
HDB,20210225,25.65,25.7,24.8,25.5,4931000
EIB,20210225,18.2,18.2,17.85,18.1,235900
CTG,20210225,37.8,37.9,37.05,37.3,8490300
BID,20210225,43.15,43.8,42.2,42.95,1733200
ACB,20210225,31.5,32.45,31.1,32.4,15014200
CEIB2001,20210225,1.4,1.4,1.23,1.3,43300
CHDB2007,20210225,2.95,3.05,2.85,2.95,444700
CHDB2008,20210225,2.18,2.19,2.02,2.1,121300
CHDB2101,20210225,2.16,2.16,2.09,2.1,30400
CMBB2008,20210225,11.0,11.2,10.8,11.0,50400
CMBB2009,20210225,6.23,6.31,6.03,6.23,500700
CMBB2010,20210225,11.85,11.85,11.36,11.84,123000
CMBB2011,20210225,11.23,11.52,11.03,11.52,58000
CMBB2101,20210225,3.6,3.65,3.5,3.6,499100
CSTB2006,20210225,3.03,3.04,2.82,3.03,45700
CSTB2007,20210225,4.09,4.09,3.8,3.94,281300
CSTB2010,20210225,3.56,3.6,3.5,3.56,108400
CSTB2011,20210225,4.33,4.4,4.01,4.4,124600
CSTB2012,20210225,5.75,5.9,5.4,5.9,477900
CSTB2013,20210225,6.5,6.66,6.4,6.66,62900
CSTB2014,20210225,7.12,7.3,7.01,7.3,203100
CSTB2015,20210225,2.3,2.3,2.21,2.3,345500
CSTB2016,20210225,3.0,3.06,2.82,2.9,92400
CSTB2017,20210225,4.2,4.4,3.98,4.4,71200
CSTB2101,20210225,2.68,2.68,2.4,2.68,95100
CTCB2009,20210225,16.6,16.9,16.05,16.22,33100
CTCB2010,20210225,9.1,9.1,8.79,8.94,257900
CTCB2012,20210225,18.34,18.38,17.59,17.99,196100
CTCB2013,20210225,17.75,17.75,16.1,16.29,629900
CTCB2101,20210225,12.4,12.4,11.5,11.6,96500
CTCB2102,20210225,5.2,5.25,4.9,5.12,532400
CVPB2010,20210225,16.0,16.0,14.0,14.5,4900
CVPB2011,20210225,8.28,8.35,7.88,8.24,63400
CVPB2012,20210225,8.78,8.78,7.7,8.43,30300
CVPB2013,20210225,12.56,12.6,11.0,12.4,18400
CVPB2015,20210225,15.32,15.32,13.9,14.64,153400
CVPB2016,20210225,13.18,13.2,12.21,13.2,75300
CVPB2017,20210225,2.32,2.32,2.12,2.12,3200
CVPB2101,20210225,4.88,4.88,4.25,4.62,359400
VIB,20210224,37.25,37.85,37.25,37.4,903200
VPB,20210224,41.1,41.1,39.5,39.7,4924100
VCB,20210224,100.5,101.0,96.5,98.1,1265300
TPB,20210224,28.0,28.1,26.8,27.4,1909800
TCB,20210224,40.2,40.2,38.9,39.1,14395400
STB,20210224,18.95,19.15,18.3,18.35,24698800
OCB,20210224,21.45,21.5,20.7,20.9,3060000
LPB,20210224,14.6,14.75,14.3,14.3,13175700
MBB,20210224,27.65,27.8,26.9,27.0,19888900
MSB,20210224,19.05,19.1,18.4,18.95,2317700
EIB,20210224,18.3,18.3,17.9,18.2,327900
HDB,20210224,26.0,26.15,25.2,25.45,4438700
CTG,20210224,37.45,38.15,37.05,37.5,14250600
ACB,20210224,31.65,31.85,31.0,31.2,18685200
BID,20210224,43.9,44.2,42.6,43.05,1640000
CEIB2001,20210224,1.42,1.42,1.3,1.35,23300
CHDB2007,20210224,3.14,3.2,2.86,2.95,767600
CHDB2008,20210224,2.23,2.23,2.1,2.13,80900
CHDB2101,20210224,2.1,2.15,2.0,2.06,24600
CMBB2008,20210224,11.2,11.3,9.1,10.9,53800
CMBB2009,20210224,6.38,6.55,5.98,6.25,397600
CMBB2010,20210224,12.3,12.3,11.31,11.73,132000
CMBB2011,20210224,11.44,11.7,11.1,11.2,46400
CMBB2101,20210224,3.6,3.73,3.42,3.55,552100
CSTB2006,20210224,3.29,3.29,3.05,3.06,18000
CSTB2007,20210224,4.1,4.19,3.87,3.88,249700
CSTB2010,20210224,3.68,3.82,3.5,3.56,218600
CSTB2011,20210224,4.6,4.72,4.14,4.33,481900
CSTB2012,20210224,6.2,6.3,5.44,5.9,207500
CSTB2013,20210224,6.86,7.08,6.5,6.57,231400
CSTB2014,20210224,7.5,7.55,7.0,7.12,550500
CSTB2015,20210224,2.45,2.55,2.2,2.3,380500
CSTB2016,20210224,3.0,3.14,2.7,2.85,337200
CSTB2017,20210224,4.3,4.6,4.0,4.2,71700
CSTB2101,20210224,2.7,2.78,2.05,2.68,112500
CTCB2009,20210224,17.1,17.5,16.0,16.21,32700
CTCB2010,20210224,9.55,9.64,8.5,9.0,325400
CTCB2012,20210224,18.87,19.0,18.0,18.25,343600
CTCB2013,20210224,18.0,18.0,15.5,16.6,182300
CTCB2101,20210224,13.4,13.5,12.0,12.0,29300
CTCB2102,20210224,5.4,5.4,4.9,5.2,658300
CVPB2010,20210224,17.0,17.0,16.2,16.2,7500
CVPB2011,20210224,8.61,8.65,8.0,8.3,25200
CVPB2012,20210224,9.16,9.16,8.67,8.67,8200
CVPB2013,20210224,13.8,13.81,11.05,12.55,7800
CVPB2015,20210224,16.06,16.06,15.0,15.0,207900
CVPB2016,20210224,14.07,14.3,13.2,13.24,148800
CVPB2017,20210224,2.4,2.4,2.15,2.15,12600
CVPB2101,20210224,4.83,4.84,4.3,4.45,362400
VPB,20210223,41.0,41.6,39.5,40.5,8992000
VIB,20210223,37.5,37.9,35.1,37.2,1401200
VCB,20210223,100.0,101.0,99.2,100.0,1441400
TPB,20210223,28.05,28.1,27.6,27.95,2963500
TCB,20210223,38.8,40.35,38.8,39.8,26384200
STB,20210223,18.65,19.0,18.5,18.8,24897200
OCB,20210223,21.4,21.55,21.25,21.45,2263100
LPB,20210223,14.7,14.75,14.45,14.6,14798200
MBB,20210223,26.75,27.5,26.6,27.4,31587900
MSB,20210223,18.8,19.0,18.45,19.0,5946800
HDB,20210223,25.6,26.25,25.5,25.95,4611000
EIB,20210223,18.3,18.3,18.0,18.3,489400
CTG,20210223,37.1,37.6,37.0,37.05,8347300
ACB,20210223,31.85,32.25,31.45,31.7,13951000
BID,20210223,43.75,44.1,43.2,44.0,1533100
CEIB2001,20210223,1.52,1.52,1.41,1.42,18900
CHDB2007,20210223,3.02,3.18,3.01,3.14,372300
CHDB2008,20210223,2.2,2.23,2.1,2.2,92000
CHDB2101,20210223,2.1,2.2,2.01,2.14,29900
CMBB2008,20210223,10.4,11.2,10.4,11.2,82400
CMBB2009,20210223,5.9,6.35,5.9,6.3,482600
CMBB2010,20210223,11.3,12.0,11.2,11.95,407900
CMBB2011,20210223,10.8,11.45,10.8,11.44,63900
CMBB2101,20210223,3.3,3.6,3.3,3.57,721700
CSTB2006,20210223,3.02,3.19,3.02,3.18,71400
CSTB2007,20210223,3.91,4.11,3.87,4.08,284100
CSTB2010,20210223,3.6,3.8,3.52,3.68,154700
CSTB2011,20210223,3.67,4.6,3.67,4.59,278000
CSTB2012,20210223,5.8,6.13,5.8,5.9,257800
CSTB2013,20210223,6.86,6.98,6.53,6.86,178000
CSTB2014,20210223,7.17,7.5,7.07,7.36,648400
CSTB2015,20210223,2.27,2.5,2.27,2.44,372900
CSTB2016,20210223,3.0,3.15,2.82,3.0,306600
CSTB2017,20210223,3.98,4.5,3.98,4.4,52500
CSTB2101,20210223,2.53,2.8,2.53,2.7,273200
CTCB2009,20210223,16.3,18.0,16.3,17.1,58300
CTCB2010,20210223,8.6,9.49,8.6,9.23,728500
CTCB2012,20210223,17.9,19.33,17.67,18.61,533300
CTCB2013,20210223,16.44,17.6,16.29,17.08,321800
CTCB2101,20210223,11.5,13.0,11.5,12.8,75300
CTCB2102,20210223,4.61,5.5,4.6,5.33,588000
CVPB2010,20210223,16.3,17.0,16.21,16.21,9600
CVPB2011,20210223,8.6,8.91,8.47,8.47,126800
CVPB2012,20210223,9.4,9.4,8.9,8.9,72700
CVPB2013,20210223,13.7,14.0,13.69,13.8,20400
CVPB2015,20210223,15.83,16.65,15.7,15.7,54300
CVPB2016,20210223,14.24,14.99,13.75,13.75,186700
CVPB2017,20210223,2.15,2.41,2.15,2.38,34600
CVPB2101,20210223,4.75,4.93,4.7,4.9,242500
VPB,20210222,40.3,42.0,40.05,40.95,4886200
VCB,20210222,100.5,102.0,100.3,100.6,1388700
VIB,20210222,37.8,37.9,37.4,37.7,1128900
TPB,20210222,27.95,28.6,27.75,27.9,3988300
TCB,20210222,38.65,38.85,38.0,38.6,14466800
STB,20210222,18.8,19.2,18.55,18.6,25991000
MSB,20210222,18.45,18.85,18.45,18.8,5623500
OCB,20210222,21.1,21.8,21.1,21.35,5151400
LPB,20210222,14.75,14.9,14.55,14.7,15463000
MBB,20210222,26.85,27.15,26.3,26.7,19791100
EIB,20210222,18.45,18.45,18.05,18.3,491400
HDB,20210222,25.55,26.2,25.55,25.8,6535800
CTG,20210222,37.0,38.05,36.8,37.0,11349900
ACB,20210222,31.5,32.2,31.1,31.6,12587300
BID,20210222,44.1,44.5,43.7,43.75,1523800
CEIB2001,20210222,1.42,1.45,1.41,1.43,59900
CHDB2007,20210222,3.1,3.16,2.97,3.1,555100
CHDB2008,20210222,2.15,2.21,2.15,2.2,44000
CHDB2101,20210222,2.0,2.32,2.0,2.1,290800
CMBB2008,20210222,10.7,10.9,10.3,10.3,42800
CMBB2009,20210222,6.06,6.2,5.7,5.92,354300
CMBB2010,20210222,11.55,11.77,11.15,11.35,413700
CMBB2011,20210222,11.04,11.06,10.39,10.84,167700
CMBB2101,20210222,3.46,3.48,3.16,3.32,829700
CSTB2006,20210222,3.28,3.48,3.24,3.24,9800
CSTB2007,20210222,4.1,4.2,3.91,3.97,274000
CSTB2010,20210222,3.62,3.8,3.52,3.61,147800
CSTB2011,20210222,4.4,4.7,4.3,4.4,105400
CSTB2012,20210222,6.19,6.34,5.7,5.85,237900
CSTB2013,20210222,6.93,7.13,6.73,6.86,67600
CSTB2014,20210222,7.11,7.52,7.08,7.17,574200
CSTB2015,20210222,2.39,2.58,2.3,2.43,254500
CSTB2016,20210222,2.8,3.15,2.8,2.88,306400
CSTB2017,20210222,4.0,4.8,4.0,4.4,87500
CSTB2101,20210222,2.53,2.65,2.53,2.53,112900
CTCB2009,20210222,15.85,16.3,15.85,15.9,55100
CTCB2010,20210222,8.65,8.8,8.4,8.55,303300
CTCB2012,20210222,17.7,17.81,17.0,17.36,112500
CTCB2013,20210222,15.84,16.2,13.51,15.89,371600
CTCB2101,20210222,11.1,11.5,10.9,11.0,60300
CTCB2102,20210222,4.5,5.0,4.1,4.5,1131500
CVPB2010,20210222,15.7,16.5,15.59,16.5,26300
CVPB2011,20210222,8.26,9.01,8.24,8.65,139700
CVPB2012,20210222,8.8,9.55,8.6,9.14,160500
CVPB2013,20210222,12.51,14.0,12.2,13.55,34900
CVPB2015,20210222,15.51,17.0,15.51,15.81,53200
CVPB2016,20210222,13.9,15.2,13.9,14.14,51600
CVPB2017,20210222,2.32,2.45,2.08,2.39,55400
CVPB2101,20210222,4.68,5.05,4.52,4.9,252800
VPB,20210219,40.3,41.25,40.1,40.6,5478300
VIB,20210219,36.8,38.0,36.8,37.6,531800
VCB,20210219,99.2,101.7,99.1,101.3,1851200
TPB,20210219,27.7,27.9,27.5,27.7,1768000
TCB,20210219,38.2,39.1,38.2,38.7,12801300
STB,20210219,18.4,19.0,18.25,18.7,22590900
OCB,20210219,21.0,21.25,20.85,21.05,2430800
MSB,20210219,17.75,18.5,17.55,18.5,4718300
LPB,20210219,14.5,15.1,14.45,14.7,12657400
MBB,20210219,25.9,27.4,25.8,26.85,30003300
HDB,20210219,25.1,25.75,24.9,25.55,4034000
EIB,20210219,18.0,18.5,17.95,18.5,330500
CTG,20210219,36.3,37.5,36.1,37.0,12154600
ACB,20210219,29.0,31.15,28.9,31.1,31184200
BID,20210219,43.0,44.5,42.85,44.1,2027200
CEIB2001,20210219,1.36,1.42,1.25,1.42,68100
CHDB2007,20210219,2.9,3.04,2.79,3.0,501900
CHDB2008,20210219,2.2,2.3,2.12,2.19,62500
CHDB2101,20210219,1.95,2.0,1.94,1.97,173100
CMBB2008,20210219,9.6,10.79,9.41,10.7,62000
CMBB2009,20210219,5.2,6.4,5.07,6.06,451700
CMBB2010,20210219,10.61,11.9,10.41,11.55,333300
CMBB2011,20210219,9.91,11.49,9.91,11.04,84400
CMBB2101,20210219,3.0,3.8,2.5,3.46,726300
CSTB2006,20210219,3.24,3.27,3.24,3.25,44800
CSTB2007,20210219,3.9,4.12,3.8,4.0,485900
CSTB2010,20210219,3.42,3.8,3.37,3.61,149600
CSTB2011,20210219,3.1,4.7,3.1,4.4,273000
CSTB2012,20210219,5.51,6.09,5.31,5.85,201600
CSTB2013,20210219,6.37,7.0,6.36,6.84,365700
CSTB2014,20210219,6.91,7.32,6.59,7.23,279300
CSTB2015,20210219,2.29,2.5,2.15,2.4,560500
CSTB2016,20210219,2.14,2.8,2.14,2.7,184800
CSTB2017,20210219,3.81,4.4,3.81,4.39,40000
CSTB2101,20210219,2.88,2.88,2.37,2.53,157700
CTCB2009,20210219,15.9,16.52,15.85,16.23,85100
CTCB2010,20210219,8.4,9.0,8.4,8.65,169900
CTCB2012,20210219,17.38,18.03,17.12,17.7,67600
CTCB2013,20210219,15.99,16.46,15.61,16.01,117300
CTCB2101,20210219,10.61,11.1,10.61,11.1,42300
CTCB2102,20210219,4.5,5.52,3.48,5.0,1137300
CVPB2010,20210219,16.0,16.4,15.9,15.9,7500
CVPB2011,20210219,8.2,8.71,8.2,8.45,87000
CVPB2012,20210219,9.05,9.11,8.61,8.95,77900
CVPB2013,20210219,12.85,13.4,12.85,13.0,13400
CVPB2015,20210219,15.67,16.25,15.52,16.0,73500
CVPB2016,20210219,14.0,14.6,13.68,14.17,262000
CVPB2017,20210219,2.22,2.45,2.22,2.32,7100
CVPB2101,20210219,4.8,4.8,4.2,4.68,649900
VPB,20210218,40.9,41.5,40.0,41.3,5151300
VIB,20210218,37.7,37.7,36.8,37.45,787100
VCB,20210218,99.0,102.0,98.0,102.0,1688900
TPB,20210218,27.8,27.85,27.4,27.85,1481100
TCB,20210218,38.5,39.2,38.0,38.9,15791300
STB,20210218,18.7,18.8,18.45,18.6,22503900
MBB,20210218,26.0,26.3,25.6,26.2,23346000
MSB,20210218,17.9,18.0,17.65,17.8,1880300
OCB,20210218,21.2,21.25,21.0,21.0,2655700
LPB,20210218,14.85,14.95,14.6,14.65,8353900
HDB,20210218,25.4,25.8,25.0,25.5,4632300
EIB,20210218,18.0,18.5,17.7,18.5,476800
CTG,20210218,36.7,37.05,36.3,36.8,10032300
ACB,20210218,29.4,29.45,28.8,29.15,5547900
BID,20210218,42.2,43.5,41.7,43.4,2339700
CEIB2001,20210218,1.45,1.46,1.35,1.36,43000
CHDB2007,20210218,2.89,3.06,2.86,2.94,392300
CHDB2008,20210218,2.2,2.22,2.1,2.1,35000
CHDB2101,20210218,2.1,2.1,1.92,1.92,13500
CMBB2008,20210218,9.6,10.0,9.4,9.9,37700
CMBB2009,20210218,5.49,5.81,5.4,5.7,265300
CMBB2010,20210218,10.5,10.9,10.16,10.66,350000
CMBB2011,20210218,10.01,10.31,9.81,10.1,92200
CMBB2101,20210218,3.5,3.6,3.17,3.26,307800
CSTB2006,20210218,3.42,3.42,3.18,3.19,39300
CSTB2007,20210218,3.91,4.0,3.89,3.98,444100
CSTB2010,20210218,3.46,3.7,3.46,3.55,193100
CSTB2011,20210218,4.35,4.4,4.22,4.27,108600
CSTB2012,20210218,5.8,5.97,5.71,5.82,329700
CSTB2013,20210218,6.65,6.75,6.5,6.7,122900
CSTB2014,20210218,7.3,7.3,6.94,7.04,375300
CSTB2015,20210218,2.36,2.38,2.28,2.35,237800
CSTB2016,20210218,2.5,2.7,2.5,2.6,100500
CSTB2017,20210218,4.09,4.25,3.8,4.1,67600
CSTB2101,20210218,2.27,2.38,2.26,2.35,93700
CTCB2009,20210218,15.7,16.5,15.59,16.0,81500
CTCB2010,20210218,8.49,8.94,8.33,8.58,493500
CTCB2012,20210218,15.91,18.0,15.91,17.5,288300
CTCB2013,20210218,15.1,16.7,15.1,15.99,182500
CTCB2101,20210218,12.0,12.0,10.9,11.0,110700
CTCB2102,20210218,3.76,4.17,3.69,4.17,682800
CVPB2010,20210218,16.6,16.65,16.4,16.4,15100
CVPB2011,20210218,8.84,8.84,8.17,8.58,116000
CVPB2012,20210218,8.66,9.2,8.66,9.05,83600
CVPB2013,20210218,16.3,16.3,13.88,13.88,5900
CVPB2015,20210218,15.19,16.46,15.19,15.97,255600
CVPB2016,20210218,13.59,14.63,13.59,14.23,88000
CVPB2017,20210218,2.48,2.75,2.4,2.48,70100
CVPB2101,20210218,4.98,5.06,4.6,4.86,236900
VPB,20210217,39.5,41.15,39.2,41.15,6880800
VIB,20210217,36.0,37.8,35.9,37.75,1141900
VCB,20210217,97.5,100.0,97.5,100.0,1054100
TPB,20210217,27.0,27.7,26.9,27.7,1709300
